Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
10076594417,"Oct 21, 2023, 6:41:49 AM",Morning Trail Run,Run,"",8184,17.12,,,,,,activities/10795071272.fit.gz,,,8184.0,7586.0,17128.0,5.2,2.258,833.0,814.0,238.4,997.0,49.1,0.1,,,110.0,80.0,,,,,1179.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21177.0,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.093,14248.0,,,,20072.0,,,,,,,,,,,,,,,,,""
10068324561,"Oct 19, 2023, 4:25:02 PM",Evening Run,Run,"",3022,6.99,182.0,103,,,,activities/10786452046.fit.gz,,,3022.0,3015.0,6996.0,6.0,2.32,164.2,164.2,148.6,224.8,48.3,0.8,,,86.0,83.0,,164.0,,,832.0,,,103.0,,,,,,,,,,,0.0,,0.0,,1.0,7497.0,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.315,5640.0,,,,,,,,,,,,,,,,,,,,,""
10068324502,"Oct 19, 2023, 3:47:37 PM",Evening Ride,Ride,"",2245,0,105.0,3,,,CYCL⚙️PATH  ,activities/10786451833.fit.gz,,16.0,2245.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,76.0,,,128.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10061878346,"Oct 18, 2023, 1:57:29 PM",Afternoon Trail Run,Run,Natura vs Ανθρωποειδών,5719,15.41,,,,,,activities/10779776173.fit.gz,,,5719.0,5519.0,15411.0,10.6,2.792,613.0,428.0,677.5,893.0,48.9,0.0,,,112.0,86.0,,,,,1088.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18039.8,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.695,9299.2,,,,15658.0,,,,,,,,,,,,,,,,,media/5817d676-5770-4497-a07a-cdaccb6ad0d9.jpg|media/b7305cb9-6137-40da-83a5-a2bf555a5603.jpg
10055831752,"Oct 17, 2023, 2:46:44 PM",Afternoon Trail Run,Run,6 x  1.0km @ 4'31,4136,12.88,,,,,,activities/10773503413.fit.gz,,,4136.0,4010.0,12879.0,5.6,3.212,374.0,373.0,94.9,451.4,40.0,0.1,,,106.0,89.0,,,,,954.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,13818.6,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,3.114,7146.0,,,,12008.0,,,,,,,,,,,,,,,,,""
10049750783,"Oct 16, 2023, 3:27:07 PM",Evening Mountain Bike Ride,Ride,"",2864,9.42,,,,,CYCL⚙️PATH  ,activities/10767186177.fit.gz,,16.0,2864.0,2744.0,9426.0,9.4,3.435,233.0,126.0,125.2,233.8,46.7,1.0,,,,,,,,153.0,53.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,3.291,5892.0,,,,,,,,,,,,,,,,,,,,,""
10043722362,"Oct 15, 2023, 1:18:21 PM",Afternoon Stand Up Paddling,Stand Up Paddling,Captain [strava://athletes/88632818/10]elpida spi 🏄🏼‍♀️,2508,2.36,183.0,3,,,,activities/10760880456.fit.gz,,,2508.0,1943.0,2366.0,2.0,1.218,19.8,14.2,-0.8,4.8,50.0,0.2,,,254.0,37.0,,70.0,,,78.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.943,0.0,,,,,,,,,,,,,,,,,,,,,media/3626ca22-8c1a-4b01-a95f-9244095ae3bb.jpg
10043722353,"Oct 15, 2023, 12:26:43 PM",Afternoon Swim,Swim,"",3098,"2,113",214.0,242,,,,activities/10760880244.fit.gz,,,3098.0,3092.0,2113.0,5.263,0.683,0.0,2.0,-2.4,0.5,7.8,-0.1,,,,,,192.0,,,1105.0,,,242.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.682,0.0,,,,,,,,,,,,,,,,,,,,,media/7cd7f59c-bf4c-4e87-acda-2be3141052d7.jpg
10043063937,"Oct 15, 2023, 7:11:13 AM",Morning Trail Run,Run,-Βουκολική Διαταραχή- 🪨+🌊+🏄🏼‍♀️,13031,14.80,,,,,,activities/10760194358.fit.gz,,,13031.0,8564.0,14801.0,4.0,1.728,1383.3,1311.0,476.9,1726.3,49.6,0.1,,,141.0,72.0,,,,,1030.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,25228.8,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,1.136,13910.0,,,,24780.0,,,,,,,,,,,,,,,,,media/a31c6bf5-9c1f-4ae6-9a10-3a973c7c285c.jpg|media/e6867cc5-437d-483a-8787-05b7a430aac3.jpg|media/83ccc872-60e4-42a5-b930-686b943c6c29.jpg|media/70b95419-65bc-4a18-b7a6-3ad7e448382e.mp4
10036713120,"Oct 14, 2023, 12:01:59 PM",Afternoon Swim,Swim,"",2892,"1,781",214.0,153,,,,activities/10753566371.fit.gz,,,2892.0,2708.0,1781.0,3.333,0.658,0.0,0.0,-7.0,9.4,38.8,-0.4,,,,,,173.0,,,852.0,,,153.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.616,0.0,,,,,,,,,,,,,,,,,,,,,""
10036040182,"Oct 14, 2023, 8:42:26 AM",Lunch Trail Run,Run,"",6692,14.74,,,,,,activities/10752860976.fit.gz,,,6692.0,6456.0,14740.0,5.4,2.283,642.3,618.0,245.0,841.9,48.9,0.0,,,117.0,82.0,,,,,999.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18035.7,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,2.203,14404.0,,,,17056.0,,,,,,,,,,,,,,,,,""
10031712805,"Oct 13, 2023, 2:11:55 PM",Afternoon Trail Run,Run,"",6139,17.08,,,,,,activities/10748356910.fit.gz,,,6139.0,6037.0,17085.0,5.2,2.83,525.2,465.0,206.6,360.6,40.0,0.0,,,90.0,85.0,,,,,1244.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18668.3,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.783,14805.0,,,,16860.0,,,,,,,,,,,,,,,,,""
10026000361,"Oct 12, 2023, 2:47:53 PM",Afternoon Trail Run,Run,"",4367,13.37,,,,,,activities/10742431073.fit.gz,,,4367.0,4209.0,13370.0,6.0,3.177,479.0,460.0,208.6,451.4,49.1,0.0,,,165.0,90.0,,,,,941.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15523.1,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,3.062,10310.0,,,,12508.0,,,,,,,,,,,,,,,,,""
10020093512,"Oct 11, 2023, 2:27:15 PM",Afternoon Trail Run,Run,"",6762,17.62,,,,,,activities/10736300327.fit.gz,,,6762.0,6600.0,17623.0,4.2,2.67,380.8,378.0,206.5,451.4,32.5,0.0,,,91.0,85.0,,,,,1301.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18568.3,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.606,16380.0,,,,18518.0,,,,,,,,,,,,,,,,,""
10013208007,"Oct 10, 2023, 2:38:45 PM",Afternoon Trail Run,Run,"",3780,12.45,,,,,,activities/10729183080.fit.gz,,,3780.0,3769.0,12456.0,6.2,3.305,0.0,0.0,240.8,251.4,30.0,0.0,,,174.0,93.0,,,,,887.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12539.7,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,3.295,0.0,,,,10884.0,,,,,,,,,,,,,,,,,""
10001054809,"Oct 8, 2023, 12:35:17 PM",Afternoon Trail Run,Run,"",6203,15.79,,,,,,activities/10716506257.fit.gz,,,6203.0,6141.0,15792.0,5.4,2.572,503.9,426.0,15.1,139.0,50.0,-0.1,,,99.0,85.0,,,,,1131.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18219.3,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.546,10242.0,,,,16488.0,,,,,,,,,,,,,,,,,""
9999981392,"Oct 8, 2023, 11:09:20 AM",Afternoon Swim,Swim,"",2625,"1,757",150.0,9,,,,activities/10715385926.fit.gz,,,2625.0,2579.0,1757.0,7.271,0.681,0.0,0.0,-15.6,14.2,49.9,-1.2,,,,,,113.0,,,320.0,,,9.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.669,0.0,,,,,,,,,,,,,,,,,,,,,""
9993439272,"Oct 7, 2023, 11:10:05 AM",Afternoon Trail Run,Run,3't 10t,5826,20.41,,,,,,activities/10708548536.fit.gz,,,5826.0,5642.0,20413.0,6.0,3.618,535.2,515.0,487.5,1010.8,49.1,0.0,,,186.0,92.0,,,,,1489.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21452.4,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,3.504,427.0,,,,17406.0,,,,,,,,,,,,,,,,,""
9988335129,"Oct 6, 2023, 2:56:02 PM",Afternoon Trail Run,Run,"",4316,12.40,,,,,,activities/10703221241.fit.gz,,,4316.0,4240.0,12405.0,5.2,2.926,457.6,421.0,213.3,451.2,48.6,0.0,,,110.0,85.0,,,,,892.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,14506.4,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.874,10161.0,,,,11832.0,,,,,,,,,,,,,,,,,""
9982350317,"Oct 5, 2023, 2:55:35 PM",Afternoon Trail Run,Run,8t,4724,14.20,,,,,,activities/10696995044.fit.gz,,,4724.0,4557.0,14199.0,8.2,3.116,402.0,456.0,220.4,457.8,48.9,-0.3,,,111.0,87.0,,,,,999.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16163.3,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,3.006,10175.0,,,,13232.0,,,,,,,,,,,,,,,,,""
9975813315,"Oct 4, 2023, 2:11:45 PM",Afternoon Trail Run,Run,"",5417,13.71,,,,,,activities/10690188977.fit.gz,,,5417.0,5103.0,13717.0,4.4,2.688,304.8,283.0,207.8,392.1,48.6,-0.1,,,92.0,85.0,,,,,1009.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,14624.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.532,12625.0,,,,14228.0,,,,,,,,,,,,,,,,,""
9969450260,"Oct 3, 2023, 2:40:05 PM",Afternoon Trail Run,Run,"",5321,16.29,,,,,,activities/10683558233.fit.gz,,,5321.0,5258.0,16296.0,5.4,3.099,746.2,698.0,205.8,450.0,40.0,0.0,,,125.0,89.0,,,,,1184.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,19232.9,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,3.063,14114.0,,,,15750.0,,,,,,,,,,,,,,,,,""
9962993318,"Oct 2, 2023, 3:47:07 PM",Evening Trail Run,Run,"",2740,6.22,,,,,,activities/10676811494.fit.gz,,,2740.0,2653.0,6222.0,5.2,2.345,124.2,73.0,205.3,239.2,30.0,0.0,,,92.0,83.0,,,,,447.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6689.8,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,2.271,3304.5,,,,7432.0,,,,,,,,,,,,,,,,,""
9956646703,"Oct 1, 2023, 1:26:07 PM",Afternoon Trail Run,Run,"",5958,18.26,,,,,,activities/10670042781.fit.gz,,,5958.0,5944.0,18259.0,7.8,3.072,85.9,0.0,205.3,216.7,40.0,0.0,,,93.0,88.0,,,,,1335.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,18391.1,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.065,17969.0,,,,17288.0,,,,,,,,,,,,,,,,,""
9949309869,"Sep 30, 2023, 11:05:41 AM",Afternoon Trail Run,Run,"",9088,15.09,,,,,,activities/10662356630.fit.gz,,,9088.0,7975.0,15093.0,4.6,1.893,989.5,928.0,499.6,1343.1,49.1,0.0,,,109.0,77.0,,,,,989.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21983.4,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,1.661,14570.0,,,,21534.0,,,,,,,,,,,,,,,,,""
9944720954,"Sep 29, 2023, 5:31:24 PM",Evening Trail Run,Run,Sp5,3636,12.03,,,,,,activities/10657563959.fit.gz,,,3636.0,3619.0,12031.0,7.2,3.324,343.5,301.0,153.8,216.9,28.6,0.0,,,183.0,90.0,,,,,884.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12946.8,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,3.309,1969.0,,,,10516.0,,,,,,,,,,,,,,,,,""
9937810073,"Sep 28, 2023, 3:07:24 PM",Evening Trail Run,Run,"",3365,10.55,,,,,,activities/10650372315.fit.gz,,,3365.0,3301.0,10550.0,4.8,3.196,267.5,262.0,207.7,451.2,49.1,0.0,,,100.0,89.0,,,,,769.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11183.6,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.135,9402.0,,,,9820.0,,,,,,,,,,,,,,,,,""
9924989911,"Sep 26, 2023, 3:14:51 PM",Evening Trail Run,Run,"",4682,16.87,,,,,,activities/10636977662.fit.gz,,,4682.0,4682.0,16873.0,5.2,3.604,348.6,292.0,205.7,370.9,22.5,-0.1,,,101.0,92.0,,,,,1220.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,17729.2,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,3.604,16125.0,,,,14520.0,,,,,,,,,,,,,,,,,""
9910164106,"Sep 24, 2023, 8:07:41 AM",Lunch Trail Run,Run,"",6678,16.85,,,,,,activities/10621379430.fit.gz,,,6678.0,6298.0,16850.0,4.6,2.675,550.2,501.0,230.6,451.2,49.1,0.0,,,108.0,85.0,,,,,1218.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,19057.2,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.523,15294.0,,,,17378.0,,,,,,,,,,,,,,,,,""
9904698664,"Sep 23, 2023, 11:58:11 AM",Afternoon Swim,Swim,"",4274,"2,113",189.0,41,,,,activities/10615627773.fit.gz,,,4274.0,3434.0,2113.0,2.333,0.615,0.0,0.0,-15.4,3.6,49.1,0.0,,,,,,132.0,,,667.0,,,41.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.494,2113.0,,,,,,,,,,,,,,,,,,,,,media/92d9c5cd-cd73-44a8-9859-7fd9d370a567.jpg
9902826781,"Sep 23, 2023, 6:56:48 AM",Morning Trail Run,Run,"",5437,9.60,,,,,,activities/10613657600.fit.gz,,,5437.0,5429.0,9605.0,5.8,1.769,862.3,762.0,211.4,450.7,49.1,0.4,,,121.0,81.0,,,,,610.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15875.1,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,1.767,1354.0,,,,13972.0,,,,,,,,,,,,,,,,,""
9899538723,"Sep 22, 2023, 3:10:02 PM",Evening Trail Run,Run,"",3979,13.56,,,,,,activities/10610200284.fit.gz,,,3979.0,3639.0,13563.0,6.2,3.727,0.0,0.0,241.4,255.4,22.2,0.0,,,116.0,90.0,,,,,985.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,13702.0,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.409,0.0,,,,11016.0,,,,,,,,,,,,,,,,,""
9893607196,"Sep 21, 2023, 3:31:07 PM",Evening Trail Run,Run,"",3998,9.68,,,,,,activities/10603994248.fit.gz,,,3998.0,3866.0,9680.0,6.2,2.504,249.1,205.0,179.3,370.9,28.6,-0.1,,,89.0,82.0,,,,,699.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10471.1,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.421,7229.0,,,,10720.0,,,,,,,,,,,,,,,,,""
9887011802,"Sep 20, 2023, 2:40:33 PM",Afternoon Trail Run,Run,"",4183,11.09,,,,,,activities/10597108322.fit.gz,,,4183.0,4026.0,11090.0,5.6,2.755,563.4,487.0,203.1,449.3,49.1,0.1,,,99.0,83.0,,,,,775.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,14095.4,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.651,6690.5,,,,11146.0,,,,,,,,,,,,,,,,,""
9880653375,"Sep 19, 2023, 3:15:25 PM",Evening Trail Run,Run,"",4121,13.57,,,,,,activities/10590459276.fit.gz,,,4121.0,4089.0,13575.0,5.2,3.32,262.0,216.0,158.9,370.9,49.1,0.0,,,92.0,86.0,,,,,982.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,14496.9,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.294,4435.0,,,,11482.0,,,,,,,,,,,,,,,,,""
9874335568,"Sep 18, 2023, 3:22:10 PM",Evening Trail Run,Run,"",3924,12.32,,,,,,activities/10583855684.fit.gz,,,3924.0,3818.0,12326.0,6.4,3.228,360.1,312.0,149.4,451.2,47.3,0.0,,,188.0,92.0,,,,,875.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,13388.4,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,3.141,8907.0,,,,11424.0,,,,,,,,,,,,,,,,,""
9860499168,"Sep 16, 2023, 10:57:42 AM",Afternoon Trail Run,Run,"",6598,9.23,,,,,,activities/10569296506.fit.gz,,,6598.0,6587.0,9234.0,4.4,1.402,1147.0,1127.0,496.6,1075.0,49.1,0.2,,,113.0,77.0,,,,,565.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,17707.8,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,1.4,9234.0,,,,15548.0,,,,,,,,,,,,,,,,,""
9855058173,"Sep 15, 2023, 3:26:53 PM",Evening Trail Run,Run,"",3715,15.02,,,,,,activities/10563583494.fit.gz,,,3715.0,3671.0,15025.0,5.4,4.093,0.0,0.0,241.2,250.6,6.7,0.0,,,94.0,89.0,,,,,1086.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15124.9,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,4.044,0.0,,,,11454.0,,,,,,,,,,,,,,,,,""
9848725007,"Sep 14, 2023, 3:00:23 PM",Evening Trail Run,Run,"",4693,14.62,,,,,,activities/10556956513.fit.gz,,,4693.0,4522.0,14628.0,5.6,3.235,425.9,241.0,253.0,388.8,48.9,0.0,,,100.0,87.0,,,,,1032.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16376.0,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.117,7320.0,,,,13020.0,,,,,,,,,,,,,,,,,""
9835832615,"Sep 12, 2023, 4:10:20 PM",Evening Trail Run,Run,"",3959,10.48,,,,,,activities/10543456857.fit.gz,,,3959.0,3574.0,10480.0,6.8,2.932,180.8,88.0,194.4,217.0,11.4,0.0,,,88.0,84.0,,,,,777.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10867.6,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.647,8116.0,,,,9974.0,,,,,,,,,,,,,,,,,""
9829034375,"Sep 11, 2023, 3:58:45 PM",Evening Trail Run,Run,"",3693,11.34,,,,,,activities/10536320814.fit.gz,,,3693.0,3514.0,11340.0,6.4,3.227,108.0,105.0,167.0,251.6,20.0,0.0,,,185.0,89.0,,,,,838.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11649.2,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.071,0.0,,,,10378.0,,,,,,,,,,,,,,,,,""
9822857903,"Sep 10, 2023, 2:21:37 PM",Afternoon Swim,Swim,"",2408,"1,650",215.0,137,,,,activities/10529765157.fit.gz,,,2408.0,2408.0,1650.0,2.0,0.685,0.0,0.0,-4.6,11.0,39.0,0.3,,,,,,174.0,,,717.0,,,137.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.685,0.0,,,,,,,,,,,,,,,,,,,,,""
9820453773,"Sep 10, 2023, 8:18:26 AM",Lunch Trail Run,Run,"",6300,15.79,,,,,,activities/10527225409.fit.gz,,,6300.0,6112.0,15795.0,3.8,2.584,246.4,259.0,202.2,370.9,40.0,-0.4,,,90.0,85.0,,,,,1158.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16326.3,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.507,15053.0,,,,17050.0,,,,,,,,,,,,,,,,,""
9814373677,"Sep 9, 2023, 8:42:00 AM",Lunch Trail Run,Run,"",7203,13.65,,,,,,activities/10520812233.fit.gz,,,7203.0,6930.0,13655.0,4.6,1.97,1184.5,1117.0,279.0,853.5,49.1,0.0,,,114.0,79.0,,,,,874.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21929.9,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,1.896,12054.0,,,,18152.0,,,,,,,,,,,,,,,,,""
9809319415,"Sep 8, 2023, 3:11:37 PM",Evening Mountain Bike Ride,Ride,"",5906,33.43,,,,,CYCL⚙️PATH  ,activities/10515496872.fit.gz,,16.0,5906.0,5729.0,33431.0,15.6,5.835,427.3,323.0,143.3,434.1,49.8,0.0,,,,,,,,209.0,108.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,5.661,5680.0,,,,,,,,,,,,,,,,,,,,,""
9802618875,"Sep 7, 2023, 2:22:39 PM",Afternoon Trail Run,Run,"",4027,15.06,,,,,,activities/10508443070.fit.gz,,,4027.0,3933.0,15062.0,5.4,3.83,0.0,0.0,245.2,251.6,25.7,0.0,,,94.0,89.0,,,,,1089.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15140.5,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,3.74,0.0,,,,11820.0,,,,,,,,,,,,,,,,,""
9796175900,"Sep 6, 2023, 3:12:55 PM",Evening Trail Run,Run,"",4256,12.57,,,,,,activities/10501668771.fit.gz,,,4256.0,4119.0,12575.0,4.6,3.053,482.7,384.0,207.7,412.8,42.9,0.0,,,97.0,86.0,,,,,913.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,14212.8,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,2.955,11315.0,,,,11946.0,,,,,,,,,,,,,,,,,""
9789198141,"Sep 5, 2023, 3:26:15 PM",Evening Trail Run,Run,"",3426,9.16,,,,,,activities/10494348117.fit.gz,,,3426.0,3304.0,9167.0,4.4,2.775,265.8,226.0,217.3,285.7,43.3,0.0,,,88.0,85.0,,,,,675.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9967.5,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.676,8698.0,,,,8890.0,,,,,,,,,,,,,,,,,""
9773668739,"Sep 3, 2023, 7:32:21 AM",Morning Trail Run,Run,"Ορεινή Ναυπακτία 
Χωριό: εξαιρετικό ,αρκετά προσεγμένο ιδανικό για δραστηριότητες ειδικά ποδηλατικές.
Θα χαρακτηρίζονταν εύκολα κ σαν ένα μίνι Μέτσοβο..
Αγώνας: πολύ γρήγορος xc με δασικούς στην πλειοψηφία του κ τα μονοπάτια πεντακάθαρα κ χαλί, πέτρες δεν βρίσκεις πουθενά, τρέχεται άνετα κ με δρομικο παπούτσι με σχετική τεχνική.

Υγ: πως πάει το κουλό σας ρε trailαδες(κάποιοι) να βουτάτε πλαστικά μπουκαλάκια νερού από τους σταθμούς κ να τα πετάτε 200 μέτρα παραπέρα  μέσα στο καταπράσινο η κ δασικό μην τυχόν χαθεί το δευτερόλεπτο στάσης..
αντί να κουβαλάτε ένα ΓΑΜΩΚΩΛΟΦΛΑΣΚΙ είναι αξιοπερίεργο, γιατί δεν συνάδει με την όλη φάση Να Ουμ........ ",7268,23.68,,,,,,activities/10477910860.fit.gz,,,7268.0,7175.0,23688.0,9.4,3.301,788.1,619.0,1008.2,1402.2,40.0,0.0,,,109.0,89.0,,,,,1740.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,27398.0,,,,,,,,,,,,,,,,15000735.0,,,,,,,,,,0.0,3.259,14025.0,,,,21802.0,,,,,,,,,,,,,,,,,""
9769021054,"Sep 2, 2023, 2:09:12 PM",Afternoon Trail Run,Run,"",2067,4.72,,,,,,activities/10472985671.fit.gz,,,2067.0,1724.0,4719.0,5.6,2.737,248.9,176.0,931.9,1100.2,49.1,-0.2,,,102.0,81.0,,,,,272.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6475.7,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.283,2651.0,,,,5150.0,,,,,,,,,,,,,,,,,media/e00e87d2-fd21-449e-aea4-2323d94a29b4.jpg|media/14558b2f-4aba-4ea6-abe5-3742811d1384.jpg
9762368541,"Sep 1, 2023, 2:05:32 PM",Afternoon Trail Run,Run,"",2538,5.20,,,,,,activities/10465910538.fit.gz,,,2538.0,2299.0,5203.0,5.8,2.263,183.2,153.0,209.6,361.1,40.0,0.0,,,96.0,81.0,,,,,378.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5904.0,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.05,4301.0,,,,6152.0,,,,,,,,,,,,,,,,,""
9756981100,"Aug 31, 2023, 4:06:42 PM",Evening Trail Run,Run,"",2844,7.70,,,,,,activities/10460233329.fit.gz,,,2844.0,2805.0,7701.0,6.4,2.745,318.2,300.0,183.5,451.2,49.1,-0.1,,,139.0,85.0,,,,,543.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9267.5,,,,,,,,,,,,,,,,7337777.0,,,,,,,,,,0.0,2.708,4140.0,,,,7698.0,,,,,,,,,,,,,,,,,""
